rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status(D-Self Made)(U-Inherited/Unearned),gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
590,4700,Media & Entertainment,Tim Sweeney,52,United States,Cary,Video games,Media & Entertainment,United States,,TRUE,D,M,12/13/1970 0:00,Sweeney,Tim,,4/4/2023 5:01,North Carolina,South,1970,12,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,"Bachelor of Arts/Science, University of Maryland, College Park",1,0,0,0,1
591,4600,Food & Beverage,Bert Beveridge,61,United States,Austin,Vodka,Food & Beverage,United States,,TRUE,U,M,1/1/1962 0:00,Beveridge,Bert,,4/4/2023 5:01,Texas,South,1962,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, University of Texas at Austin",1,0,0,0,1
592,4600,Media & Entertainment,Mark Cuban,64,United States,Dallas,"Online media, Dallas Mavericks",Media & Entertainment,United States,Dallas Mavericks,TRUE,D,M,7/31/1958 0:00,Cuban,Mark,Owner,4/4/2023 5:01,Texas,South,1958,7,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Indiana University",1,0,0,0,1
593,4600,Media & Entertainment,Charles Dolan & family,96,United States,Oyster Bay,Cable television,Media & Entertainment,United States,Cablevision Systems Corp.,TRUE,D,M,10/16/1926 0:00,Dolan,Charles,Chairman and Founder,4/4/2023 5:01,New York,Northeast,1926,10,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,6,"Drop Out, John Carroll University",0,0,0,1,1
594,4600,Technology,Jack Dorsey,46,United States,San Francisco,"Twitter, Square",Technology,United States,Twitter,TRUE,D,M,11/19/1976 0:00,Dorsey,Jack,Cofounder,4/4/2023 5:01,California,West,1976,11,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Drop Out, New York University",0,0,0,1,1
595,4600,Energy,Fan Hongwei,56,China,Wujiang,Petrochemicals,Energy,China,,TRUE,D,F,1/1/1967 0:00,Fan,Hongwei,,4/4/2023 5:01,,,1967,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,,,,,,1
596,4600,Metals & Mining,Vladimir Kim,62,Kazakhstan,Almaty,Mining,Metals & Mining,Kazakhstan,,TRUE,D,M,10/29/1960 0:00,Kim,Vladimir,,4/4/2023 5:01,,,1960,10,29,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,Married,3,,,,,,1
597,4600,Finance & Investments,"Andre Koo, Sr.",55,Taiwan,Taipei,Financial services,Finance & Investments,Taiwan,,FALSE,D,M,5/25/1967 0:00,Koo,Andre,,4/4/2023 5:01,,,1967,5,25,,,,,,,,,,,,Married,2,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University",1,1,0,0,0
598,4600,Fashion & Retail,Ronald Lauder,79,United States,New York,Estee Lauder,Fashion & Retail,United States,,FALSE,D,M,2/26/1944 0:00,Lauder,Ronald,,4/4/2023 5:01,New York,Northeast,1944,2,26,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1,0,0,0,0
599,4600,Manufacturing,Li Chunan,54,China,Fushun,Renewable energy,Manufacturing,China,,TRUE,D,M,10/10/1968 0:00,Li,Chunan,,4/4/2023 5:01,,,1968,10,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
600,4600,Media & Entertainment,Forrest Li,45,Singapore,Singapore,Gaming,Media & Entertainment,Singapore,,TRUE,D,M,1/1/1978 0:00,Li,Forrest,,4/4/2023 5:01,,,1978,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,,"Bachelor of Engineering, Shanghai Jiaotong University; Master of Business Administration, Stanford Graduate School of Business",1,1,0,0,1
601,4600,Telecom,Richard Li,56,Hong Kong,Hong Kong,Telecom,Telecom,Hong Kong,,FALSE,D,M,11/8/1966 0:00,Li,Richard,,4/4/2023 5:01,,,1966,11,8,,,,,,,,,,,,Single,3,"Drop Out, Stanford University",0,0,0,1,0
602,4600,Fashion & Retail,Doug Meijer & family,69,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,FALSE,Split Family Fortune,M,1/22/1954 0:00,Meijer,Doug,,4/4/2023 5:01,Michigan,Midwest,1954,1,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,1,,,,,,0
603,4600,Fashion & Retail,Hank Meijer & family,71,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,FALSE,Split Family Fortune,M,2/15/1952 0:00,Meijer,Hank,,4/4/2023 5:01,Michigan,Midwest,1952,2,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,,,,,,0
604,4600,Fashion & Retail,Mark Meijer & family,65,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,FALSE,Split Family Fortune,M,10/21/1957 0:00,Meijer,Mark,,4/4/2023 5:01,Michigan,Midwest,1957,10,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,,,,,,0
605,4600,Food & Beverage,Issad Rebrab & family,79,Algeria,Algiers,Food,Food & Beverage,Algeria,,TRUE,D,M,1/1/1944 0:00,Rebrab,Issad,,4/4/2023 5:01,,,1944,1,1,151.36,2,"$169,988,236,398 ",51.4,109.9,76.7,37.2,66.1,43053054,28.033886,1.659626,Married,5,,,,,,1
606,4600,Logistics,Fred Smith,78,United States,Memphis,FedEx,Logistics,United States,FedEx Corp.,TRUE,D,M,8/11/1944 0:00,Smith,Fred,Chairman and CEO,4/4/2023 5:01,Tennessee,South,1944,8,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,10,"Bachelor of Arts/Science, Yale University",1,0,0,0,1
607,4600,Finance & Investments,Barry Sternlicht,62,United States,Miami,Private equity,Finance & Investments,United States,,TRUE,U,M,11/27/1960 0:00,Sternlicht,Barry,,4/4/2023 5:01,Florida,South,1960,11,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,3,"Bachelor of Arts/Science, Brown University",1,0,0,0,1
608,4600,Manufacturing,Maximilian Viessmann,34,Germany,Battenberg,"Heating, cooling equipment",Manufacturing,Germany,,FALSE,D,M,2/11/1989 0:00,Viessmann,Maximilian,,4/4/2023 5:01,,,1989,2,11,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,,,,,,,,0
609,4600,Food & Beverage,Russ Weiner,52,United States,Delray Beach,Energy drinks,Food & Beverage,United States,,TRUE,U,M,5/5/1970 0:00,Weiner,Russ,,4/4/2023 5:01,Florida,South,1970,5,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Bachelor of Arts/Science, San Diego State University",1,0,0,0,1
610,4600,Healthcare,Xue Min,66,China,Wuhan,Healthcare,Healthcare,China,,TRUE,N,M,1/1/1957 0:00,Xue,Min,,4/4/2023 5:01,,,1957,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55,Mexico,,Tequila,Food & Beverage,Mexico,,FALSE,U,M,7/1/1967 0:00,Beckmann Legorreta,Juan Domingo,,4/4/2023 5:01,,,1967,7,1,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,,,,,,,,0
612,4500,Technology,Dietmar Hopp & family,82,Germany,Walldorf,Software,Technology,Germany,,TRUE,D,M,4/26/1940 0:00,Hopp,Dietmar,,4/4/2023 5:01,,,1940,4,26,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,Married,2,"Master of Science, University of Karlsruhe",0,1,0,0,1
613,4500,Technology,Jiang Bin,56,China,Weifang,Acoustic components,Technology,China,,TRUE,D,M,9/16/1966 0:00,Jiang,Bin,,4/4/2023 5:01,,,1966,9,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,"Bachelor of Arts/Science, Beijing University of Aeronautics and Astronautics; Master of Business Administration, Tsinghua University",1,1,0,0,1
614,4500,Technology,Joseph Liemandt,54,United States,Austin,Software,Technology,United States,,TRUE,U,M,8/5/1968 0:00,Liemandt,Joseph,,4/4/2023 5:01,Texas,South,1968,8,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Drop Out, Stanford University",0,0,0,1,1
615,4500,Food & Beverage,Theo Mueller,83,Switzerland,Zurich,Dairy,Food & Beverage,Germany,,FALSE,D,M,1/30/1940 0:00,Mueller,Theo,,4/4/2023 5:01,,,1940,1,30,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,In Relationship,9,,,,,,0
616,4500,Technology,N.R. Narayana Murthy,76,India,Bangalore,Software services,Technology,India,,TRUE,U,M,8/20/1946 0:00,Murthy,N.R. Narayana,,4/4/2023 5:01,,,1946,8,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Master of Science, Indian Institute of Technology",0,1,0,0,1
617,4500,Fashion & Retail,Odd Reitan & family,71,Norway,Trondheim,"Retail, real estate",Fashion & Retail,Norway,,FALSE,D,M,9/11/1951 0:00,Reitan,Odd,,4/4/2023 5:01,,,1951,9,11,120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946,Married,2,,,,,,0
618,4500,Finance & Investments,Marc Rowan,60,United States,New York,Private equity,Finance & Investments,United States,,TRUE,D,M,8/19/1962 0:00,Rowan,Marc,,4/4/2023 5:01,New York,Northeast,1962,8,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",1,1,0,0,1
619,4500,Real Estate,Hussain Sajwani,70,United Arab Emirates,Dubai,Real estate,Real Estate,United Arab Emirates,,TRUE,U,M,3/1/1953 0:00,Sajwani,Hussain,,4/4/2023 5:01,,,1953,3,1,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,Married,4,"Bachelor of Arts/Science, University of Washington",1,0,0,0,1
620,4500,Finance & Investments,David Velez & family,41,Brazil,Sao Paulo,Fintech,Finance & Investments,Colombia,,TRUE,D,M,10/2/1981 0:00,Velez,David,,4/4/2023 5:01,,,1981,10,2,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Stanford University",1,1,0,0,1
621,4500,Manufacturing,Xu Jinfu,59,China,Guangzhou,Chemicals,Manufacturing,China,,TRUE,D,M,1/1/1964 0:00,Xu,Jinfu,,4/4/2023 5:01,,,1964,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
622,4500,Diversified,Samuel Yin,72,Taiwan,Taipei,Retail,Diversified,Taiwan,,FALSE,D,M,8/16/1950 0:00,Yin,Samuel,,4/4/2023 5:01,,,1950,8,16,,,,,,,,,,,,Married,2,"Bachelor of Arts/Science, Chinese Culture University; Ph.D, National Chengchi University; Master of Business Administration, National Taiwan University",1,1,0,0,0
623,4500,Manufacturing,You Xiaoping & family,65,China,Wenzhou,"Chemicals, spandex",Manufacturing,China,,TRUE,D,M,1/21/1958 0:00,You,Xiaoping,,4/4/2023 5:01,,,1958,1,21,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,2,,,,,,1
624,4400,Healthcare,Stéphane Bancel,50,United States,Boston,"Biotech, vaccines",Healthcare,France,,TRUE,D,M,7/20/1972 0:00,Bancel,Stéphane,,4/4/2023 5:01,Massachusetts,Northeast,1972,7,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Master of Science in Engineering, Ecole Centrale Paris; Master of Business Administration, Harvard University; Master of Science in Engineering, University of Minnesota",0,1,0,0,1
625,4400,Technology,Margot Birmingham Perot,89,United States,Dallas,"Computer services, real estate",Technology,United States,,FALSE,U,F,11/15/1933 0:00,Birmingham Perot,Margot,,4/4/2023 5:01,Texas,South,1933,11,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Widowed,5,"Bachelor of Arts/Science, Goucher College",1,0,0,0,0
626,4400,Manufacturing,Neal Blue & family,88,United States,San Diego,Defense,Manufacturing,United States,,TRUE,U,M,4/4/1935 0:00,Blue,Neal,,4/4/2023 5:01,California,West,1935,4,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Widowed,,"Bachelor of Arts/Science, Yale University",1,0,0,0,1
627,4400,Service,Jim Davis,63,United States,Cockeysville,Staffing & recruiting,Service,United States,,TRUE,U,M,3/13/1960 0:00,Davis,Jim,,4/4/2023 5:01,Maryland,South,1960,3,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Arts/Science, Villanova University",1,0,0,0,1
628,4400,Construction & Engineering,Rafael Del Pino,64,Spain,Madrid,Construction,Construction & Engineering,Spain,,FALSE,U,M,7/18/1958 0:00,Del Pino,Rafael,,4/4/2023 5:01,,,1958,7,18,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,Divorced,6,"Master of Business Administration, MIT Sloan School of Management; Bachelor of Arts/Science, Universidad  Politecnica de Madrid",1,1,0,0,0
629,4400,Healthcare,Peter Grogg,81,Switzerland,Liestal,Biochemicals,Healthcare,Switzerland,,TRUE,D,M,1/10/1942 0:00,Grogg,Peter,,4/4/2023 5:01,,,1942,1,10,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,,,,,,,,1
630,4400,Fashion & Retail,Christian Haub,58,Germany,Munich,Retail,Fashion & Retail,Germany,,FALSE,E,M,7/22/1964 0:00,Haub,Christian,,4/4/2023 5:01,,,1964,7,22,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,Married,4,,,,,,0
631,4400,Real Estate,Mangal Prabhat Lodha,67,India,Mumbai,Real estate,Real Estate,India,,TRUE,D,M,12/1/1955 0:00,Lodha,Mangal Prabhat,,4/4/2023 5:01,,,1955,12,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,,,,,,1
632,4400,Sports,Jeffrey Lurie & family,71,United States,Wynnewood,Philadelphia Eagles,Sports,United States,,FALSE,U,M,9/8/1951 0:00,Lurie,Jeffrey,,4/4/2023 5:01,Pennsylvania,Northeast,1951,9,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Doctorate, Brandeis University; Bachelor of Arts/Science, Clark University",1,0,1,0,0
633,4400,Finance & Investments,Joe Mansueto,66,United States,Chicago,Investment research,Finance & Investments,United States,Morningstar Inc.,TRUE,D,M,9/3/1956 0:00,Mansueto,Joe,"Entrepreneur, Investor",4/4/2023 5:01,Illinois,Midwest,1956,9,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, University of Chicago",1,0,0,0,1
634,4400,Manufacturing,Qian Dongqi & family,65,China,Suzhou,Home-cleaning robots,Manufacturing,China,,TRUE,D,M,1/1/1958 0:00,Qian,Dongqi,,4/4/2023 5:01,,,1958,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,"Master of Philosophy, Nanjing University",0,1,0,0,1
635,4400,Metals & Mining,Mikhail Shelkov,54,Russia,Moscow,Titanium,Metals & Mining,Russia,,TRUE,U,M,5/30/1968 0:00,Shelkov,Mikhail,,4/4/2023 5:01,,,1968,5,30,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,,,"Master of Science, Moscow Institute of Physics and Technology",0,1,0,0,1
636,4300,Telecom,Patrick Drahi,59,Switzerland,Zermatt,Telecom,Telecom,France,,TRUE,D,M,8/20/1963 0:00,Drahi,Patrick,,4/4/2023 5:01,,,1963,8,20,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Married,4,,,,,,1
637,4300,Finance & Investments,Behdad Eghbali,46,United States,Los Angeles,Private equity,Finance & Investments,United States,,TRUE,U,M,5/6/1976 0:00,Eghbali,Behdad,,4/4/2023 5:01,California,West,1976,5,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Business Administration, University of California, Berkeley",1,0,0,0,1
638,4300,Finance & Investments,Juan Carlos Escotet,63,Spain,A Coruña,Banking,Finance & Investments,Venezuela,,TRUE,U,M,7/23/1959 0:00,Escotet,Juan Carlos,,4/4/2023 5:01,,,1959,7,23,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,Married,4,"Master, University of Miami",0,1,0,0,1
639,4300,Finance & Investments,Jose E. Feliciano,49,United States,Los Angeles,Private equity,Finance & Investments,United States,,TRUE,U,M,5/29/1973 0:00,Feliciano,Jose E.,,4/4/2023 5:01,California,West,1973,5,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Engineering, Princeton University; Master of Business Administration, Stanford University",1,1,0,0,1
640,4300,Healthcare,Hu Kaijun,61,China,Beijing,Pharmaceuticals,Healthcare,China,,TRUE,U,M,1/1/1962 0:00,Hu,Kaijun,,4/4/2023 5:01,,,1962,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
641,4300,Logistics,Johnelle Hunt,91,United States,Fayetteville,Trucking,Logistics,United States,,TRUE,D,F,1/4/1932 0:00,Hunt,Johnelle,,4/4/2023 5:01,Arkansas,South,1932,1,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Widowed,2,"Drop Out, University of Central Arkansas",0,0,0,1,1
642,4300,Food & Beverage,Marian Ilitch,90,United States,Bingham Farms,Little Caesars Pizza,Food & Beverage,United States,,TRUE,D,F,1/7/1933 0:00,Ilitch,Marian,,4/4/2023 5:01,Michigan,Midwest,1933,1,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Widowed,7,"Diploma, High School; High School Graduate, High School",0,0,0,0,1
643,4300,Diversified,Daryl Katz,61,Canada,Edmonton,Pharmacies,Diversified,Canada,Katz Group,TRUE,D,M,9/1/1961 0:00,Katz,Daryl,Founder and Chairman,4/4/2023 5:01,,,1961,9,1,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,Married,2,"Bachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta",1,0,0,0,1
644,4300,Metals & Mining,Andrei Kozitsyn,62,Russia,Verkhniaya Pyshma,Metals,Metals & Mining,Russia,,TRUE,U,M,6/9/1960 0:00,Kozitsyn,Andrei,,4/4/2023 5:01,,,1960,6,9,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,1,"Master of Science in Engineering, Ural Polytechnic Institute",0,1,0,0,1
645,4300,Finance & Investments,Timur Kulibaev,56,Kazakhstan,Almaty,Banking,Finance & Investments,Kazakhstan,,TRUE,U,M,9/10/1966 0:00,Kulibaev,Timur,,4/4/2023 5:01,,,1966,9,10,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,Married,3,"Bachelor of Arts/Science, Moscow State University",1,0,0,0,1
646,4300,Finance & Investments,Dinara Kulibaeva,55,Kazakhstan,Almaty,Banking,Finance & Investments,Kazakhstan,,FALSE,U,F,8/19/1967 0:00,Kulibaeva,Dinara,,4/4/2023 5:01,,,1967,8,19,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,Married,3,"Doctorate in Pedagogical Sciences, State Institute of Theatre Arts (GITIS, Moscow)",0,0,1,0,0
647,4300,Real Estate,Ian Livingstone,60,,,Real estate,Real Estate,United Kingdom,,TRUE,Split Family Fortune,M,5/22/1962 0:00,Livingstone,Ian,,4/4/2023 5:01,,,1962,5,22,,,,,,,,,,,,,,,,,,,1
648,4300,Real Estate,Richard Livingstone,58,,,Real estate,Real Estate,United Kingdom,,TRUE,Split Family Fortune,M,11/29/1964 0:00,Livingstone,Richard,,4/4/2023 5:01,,,1964,11,29,,,,,,,,,,,,,,,,,,,1
649,4300,Food & Beverage,Gwendolyn Sontheim Meyer,61,United States,Rancho Santa Fe,Cargill,Food & Beverage,United States,,FALSE,D,F,10/27/1961 0:00,Meyer,Gwendolyn Sontheim,,4/4/2023 5:01,California,West,1961,10,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,2,,,,,,0
650,4300,Real Estate,Jay Paul,75,United States,San Francisco,Real estate,Real Estate,United States,,TRUE,U,M,7/8/1947 0:00,Paul,Jay,,4/4/2023 5:01,California,West,1947,7,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Arts/Science, Boston University",1,0,0,0,1
651,4300,Diversified,Pham Nhat Vuong,54,Vietnam,Hanoi,Diversified,Diversified,Vietnam,,TRUE,D,M,8/5/1968 0:00,Pham,Nhat Vuong,,4/4/2023 5:01,,,1968,8,5,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199,Married,3,,,,,,1
652,4300,Healthcare,Jon Stryker,64,United States,New York,Medical equipment,Healthcare,United States,,FALSE,U,M,5/3/1958 0:00,Stryker,Jon,,4/4/2023 5:01,New York,Northeast,1958,5,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Arts/Science, Kalamazoo College; Master of Architecture, University of California, Berkeley",1,1,0,0,0
653,4300,Finance & Investments,Daniel Tsai,66,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,FALSE,D,M,4/25/1956 0:00,Tsai,Daniel,,4/4/2023 5:01,,,1956,4,25,,,,,,,,,,,,Married,4,"LLM, Georgetown University; LLB, National Taiwan University",0,0,0,0,0
654,4300,Finance & Investments,Richard Tsai,65,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,FALSE,D,M,6/2/1957 0:00,Tsai,Richard,,4/4/2023 5:01,,,1957,6,2,,,,,,,,,,,,Married,2,"Master of Business Administration, Leonard N. Stern School of Business; Graduate, National Taiwan University",0,1,0,0,0
655,4300,Technology,Frank Wang,42,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,TRUE,D,M,10/30/1980 0:00,Wang,Frank,Founder and CEO,4/4/2023 5:01,,,1980,10,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,"Bachelor of Arts/Science, Hong Kong University of Science and Technology; Master of Science, Hong Kong University of Science and Technology",1,1,0,0,1
656,4300,Manufacturing,Wang Junshi & family,74,China,Ningbo,Solar inverters,Manufacturing,China,,TRUE,D,M,1/1/1949 0:00,Wang,Junshi,,4/4/2023 5:01,,,1949,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,,,,,,1
657,4300,Technology,Wang Wenjing,58,China,Beijing,Business software,Technology,China,,TRUE,D,M,12/5/1964 0:00,Wang,Wenjing,,4/4/2023 5:01,,,1964,12,5,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,"Bachelor of Arts/Science, Jiangxi University of Finance & Economics",1,0,0,0,1
